1.500000000000000000e+03 1.467972314212541374e+00
1.700000000000000000e+03 6.853485617927934648e-01
1.900000000000000000e+03 2.204914401201870933e-01
2.100000000000000000e+03 2.071805320315861509e-01
2.300000000000000000e+03 8.822769651388549794e-02
2.500000000000000000e+03 3.811248421083787696e-02
2.700000000000000000e+03 2.509177217144792360e-02
2.900000000000000000e+03 2.326693880001653308e-02
3.100000000000000000e+03 1.765951170507120901e-02
3.300000000000000000e+03 1.408807251752116491e-02
3.500000000000000000e+03 1.219056500055205536e-02
3.700000000000000000e+03 1.090922623774133633e-02
3.900000000000000000e+03 1.028784444243577463e-02
4.100000000000000000e+03 7.794457540781629841e-03
4.300000000000000000e+03 6.108378652799302706e-03
4.500000000000000000e+03 4.620321903054939137e-03
4.700000000000000000e+03 3.519736946382749383e-03
4.900000000000000000e+03 3.279014324182043423e-03
5.100000000000000000e+03 2.756433162467517711e-03
