25.409811843026183	-35	16.94197976725716	5.1813783031186595
24.59757853823253	-34	16.384080707729833	5.071302982287756
23.785345233438964	-33	15.826181648202631	4.961227661456899
22.973111928645373	-32	15.268282588675396	4.851152340626029
22.16087862385171	-31	14.710383529148055	4.7410770197951235
21.348645319058107	-30	14.15248446962081	4.63100169896425
20.536412014264457	-29	13.594585410093481	4.520926378133347
19.724178709471012	-28	13.036686350566432	4.410851057302554
18.911945404677255	-27	12.478787291038984	4.300775736471599
18.099712099883625	-26	11.920888231511691	4.190700415640709
17.28747879509005	-25	11.362989171984474	4.0806250948098475
16.47524549029644	-24	10.805090112457211	3.9705497739789646
15.66301218550277	-23	10.247191052929864	3.8604744531480564
14.85077888070919	-22	9.689291993402641	3.750399132317191
14.038545575915562	-21	9.131392933875354	3.6403238114863026
13.226312271121976	-20	8.57349387434812	3.5302484906554317
12.414078966328331	-19	8.015594814820806	3.420173169824535
11.601845661534709	-18	7.45769575529353	3.3100978489936517
10.789612356741097	-17	6.899796695766263	3.2000225281627768
9.977379051947475	-16	6.341897636238982	3.089947207331885
9.165145747153877	-15	5.783998576711737	2.979871886501012
8.352912442360278	-14	5.226099517184485	2.8697965656701347
7.540679137566637	-13	4.6682004576571785	2.7597212448392408
6.728445832773026	-12	4.1103013981299155	2.649645924008362
5.916212527979406	-11	3.552402338602636	2.539570603177476
5.103979223185797	-10	2.9945032790753734	2.429495282346595
4.291745918392182	-9	2.4366042195481037	2.319419961515715
3.4795126135985663	-8	1.878705160020831	2.2093446406848316
2.6672793088049445	-7	1.3208061004935505	2.099269319853946
1.8550460040113337	-6	0.7629070409662859	1.989193999023066
1.0428126992177198	-5	0.20500798143901866	1.8791186781921858
0.23057939442410094	-4	-0.35289107808825904	1.7690433573613003
-0.5816539103695066	-3	-0.9107901376155201	1.658968036530421
-1.3938872151631325	-2	-1.468689197142806	1.5488927156995338
-2.206120519956741	-1	-2.026588256670067	1.4388173948686551
-3.01835382475036	0	-2.5844873161973436	1.3287420740377704
-3.830587129543971	1	-3.1423863757246076	1.218666753206891
-4.642820434337596	2	-3.700285435251892	1.1085914323760042
-5.455053739131207	3	-4.258184494779157	0.9985161115451238
-6.267287043924811	4	-4.816083554306414	0.8884407907142461
-7.079520348718431	5	-5.373982613833691	0.7783654698833613
-7.89175365351206	6	-5.931881673360983	0.6682901490524732
-8.70398695830564	7	-6.489780732888204	0.5582148282216063
-9.51622026309926	8	-7.047679792415482	0.4481395073907221
-10.328453567892893	9	-7.605578851942779	0.3380641865598308
-11.140686872686517	10	-8.163477911470062	0.2279888657289442
-11.952920177480122	11	-8.721376970997323	0.11791354489806384
-12.765153482273771	12	-9.279276030524633	0.007838224067170694
-13.57738678706737	13	-9.837175090051883	-0.10223709676370549
-14.38962009186095	14	-10.395074149579106	-0.21231241759457142
-15.201853396654581	15	-10.952973209106398	-0.3223877384254612
-16.01408670144817	16	-11.510872268633637	-0.432463059256333
-16.826320006241833	17	-12.068771328160977	-0.5425383800872379
-17.638553311035427	18	-12.626670387688215	-0.6526137009181088
-18.45078661582908	19	-13.184569447215539	-0.7626890217490089
-19.263019920622657	20	-13.74246850674276	-0.8727643425798758
-20.07525322541624	21	-14.300367566269983	-0.9828396634107411
-20.88748653020991	22	-14.85826662579733	-1.0929149842416506
-21.699719835003492	23	-15.41616568532456	-1.202990305072518
-22.511953139797104	24	-15.974064744851827	-1.3130656259034015
-23.324186444590726	25	-16.531963804379107	-1.4231409467342853
-24.136419749384334	26	-17.089862863906358	-1.533216267565158
-24.948653054177974	27	-17.64776192343367	-1.6432915883960506
-25.760886358971693	28	-18.205660982961078	-1.7533669092269828
-26.573119663765237	29	-18.76356004248826	-1.8634422300578384
-27.385352968558845	30	-19.321459102015517	-1.9735175508887137
-28.197586273352435	31	-19.879358161542747	-2.083592871719582
-29.00981957814598	32	-20.437257221069927	-2.1936681925504353
-29.822052882939616	33	-20.995156280597232	-2.30374351338133
-30.634286187733274	34	-21.553055340124555	-2.4138188342122278
-31.44651949252689	35	-22.110954399651835	-2.5238941550431164
