1500	1.875
1700	1.033
1900	0.5923
2100	0.3498
2300	0.2116
2500	0.1304
2700	0.08149
2900	0.0516
3100	0.03297
3300	0.02123
3500	0.01376
3700	0.008951
3900	0.005849
4100	0.003828
4300	0.002509
4500	0.001645
4700	0.001078
4900	0.0007043
5100	0.0004593
